实验编号,Train Acc,Val Acc,最低Loss,收敛Epoch
Exp1,99.5079365079365,99.21428571428571,0.026804132348677904,28
Exp2,99.42857142857143,99.19047619047619,0.03564644567880102,20
Exp3,98.42592592592592,99.26190476190476,0.025849031419387426,9
Exp4,98.08994708994709,99.38095238095238,0.02183994744436032,12
